0.009711562	0.008084632	0.020704723
0.019623694	0.007287028	0.021453395
0.016703526	0.010141089	0.023374967
0.017592182	0.007315951	0.022495583
0.015055721	0.012612012	0.023452597
0.014578469	0.008533223	0.025075577
0.007006517	0.007994691	0.026432959
0.005071859	0.006376535	0.022504201
0.007193079	0.011029281	0.020902593
0.006045638	0.005680999	0.019037287
0.012878964	0.004093772	0.018127387
0.004609623	0.006528261	0.01828184
0.004631338	0.005076724	0.017586989
0.00125844	0.005258333	0.01564226
0.006743236	0.005674744	0.014060141
0.001897081	0.006698181	0.01362443
0.002028336	0.009277755	0.014094323
0.007695649	0.005693146	0.014402009
0.005958243	0.007817851	0.015394087
0.014504566	0.007635029	0.014932135
0.002435962	0.008168153	0.014572987
0.010470255	0.009348399	0.01582201
0.002706655	0.011222658	0.017878596
0.011032483	0.007554793	0.019724553
0.006545438	0.01126265	0.021823635
0.005275155	0.009796896	0.02148783
0.005623072	0.006540434	0.02002538
-4.28617E-05	0.006597573	0.019535507
0.00239328	0.012011774	0.019810494
0.001864588	0.011535605	0.019776117
-0.002322139	0.009161172	0.019080227
-0.011509048	0.007999	0.01782713
-0.006988574	0.01069747	0.015342748
0.004710487	0.00709992	0.014154143
0.001764169	0.007742802	0.013684222
0.001146651	0.005791189	0.01154247
0.008706795	0.005072867	0.009890229
0.008322755	0.00616106	0.009345758
0.007579943	0.004638379	0.007824513
0.007409795	0.005667431	0.007790545
-0.000693169	0.005957668	0.007510354
0.004065286	0.005512417	0.007527333
0.002618638	0.00460247	0.007620723
0.010288569	0.005469777	0.00776507
0.007317429	0.005250751	0.008232218
0.011361253	0.004746177	0.010128528
0.003737285	0.005923068	0.011380532
0.008254122	0.005143192	0.013436534
0.001027506	0.005722228	0.014607186
5.90351E-05	0.004423995	0.014248154
0.005794066	0.004686033	0.013658596
0.004212052	0.005066083	0.013385296
0.004700418	0.005767204	0.012540246
0.014623796	0.003818367	0.012770643
0.005817218	0.003166865	0.012966949
0.007835771	0.00550305	0.012659704
0.003014807	0.006447522	0.012873059
0.012547661	0.002325665	0.012838919
0.009856917	0.003478388	0.012838919
0.004850213	0.003689932	0.012949878
0.00715093	0.001681295	0.012855989
0.006459948	0.002393609	0.012659704
0.010293141	0.003824902	0.012267251
0.014173091	0.003007521	0.010809696
0.005099382	0.004459627	0.011201578
0.005104272	0.003516487	0.011320877
0.009690418	0.003711264	0.011823793
0.01484219	0.003514135	0.012830384
-0.011313329	0.007924497	0.014051596
0.016222988	0.005059741	0.014547338
-0.00234738	0.006013342	0.015325636
0.002890869	0.005250357	0.015325636
-0.005831195	0.006780065	0.012250191
0.00357604	0.006767522	0.009294729
-0.005934949	0.0031301	0.008045333
0.000327863	0.00304354	0.004831281
0.005999466	0.003482645	0.00436572
0.002804307	0.004494144	0.004348794
0.001932247	0.004376517	0.004162633
-0.002888525	0.00587754	0.003376063
-0.003098083	0.007170336	0.002928079
0.004929194	0.002990305	0.00263235
0.013282078	0.005614647	0.002353601
0.005515918	0.005235254	0.002319818
0.006656013	0.008685889	0.002319818
0.004309709	0.008424457	0.002725284
0.004154247	0.007191377	0.003765042
0.00534494	0.00749774	0.005085316
0.007169752	0.009195093	0.006432776
0.001430868	0.006780918	0.007264191
0.004257032	0.010235258	0.008529607
0.001743556	0.00840566	0.00972005
0.010537365	0.007493397	0.011167495
0.00066264	0.008798168	0.011960221
-0.002940169	0.007575171	0.012480522
0.004103099	0.00444287	0.01247199
-0.001096349	0.010423522	0.012676771
0.005133224	0.006606182	0.012045497
0.00569183	0.004132646	0.010937467
0.002127049	0.005826278	0.008606093
-0.001264303	0.00433359	0.005178478
0.001026217	0.004962835	0.004120329
-0.009777312	0.010154708	0.003781957
-0.016852871	0		0.000750189
-0.016985238	0.004742702	0.000539405
-0.00417565	-4.55836E-05	0.000438244
0.002842271	0.000883952	0.000396097
0.011658381	0.000901373	0.000143251
