    8.596501 7.123153 9.833708 0.007286 0.018079
    8.600231 7.116418 9.839219 0.003891 0.017392
    8.608296 7.093261 9.857997 0.004942 0.015469
    8.622835  7.05489 9.874436 0.006111 0.013905
    8.626629 7.052204 9.886236   0.0066 0.013474
    8.623845 7.078325  9.88905 0.009037 0.013938
    8.633672 7.076021 9.887554 0.007404 0.014243
    8.642028 7.069401 9.884274  0.00735 0.015224
    8.641566 7.143858 9.884501 0.007934 0.014767
    8.656187 7.091838 9.892474 0.006606 0.014412
    8.660685  7.10958 9.899322 0.010204 0.015647
    8.666384 7.112662 9.895501 0.011464  0.01768
    8.675689 7.120517 9.893752 0.007652 0.019506
    8.676499 7.156237 9.885684  0.01064 0.021581
    8.678374 7.141807 9.880652 0.009806 0.021249
    8.684882 7.126913 9.890652 0.007322 0.019803
    8.686277 7.117779 9.899881 0.007387 0.019319
    8.686507 7.121735 9.894927 0.011097 0.019591
    8.687267 7.118562 9.889659 0.011439 0.019557
    8.688704 7.094147  9.88893 0.009587 0.018869
    8.677529 7.019906 9.884818 0.008585 0.017629
    8.670854 6.976319 9.883257 0.011558 0.015173
    8.676113 6.966543 9.885585 0.007185 0.013998
     8.67689 6.989737 9.880657 0.006578 0.013533
    8.672003 7.027591 9.875165  0.00532 0.011415
    8.685316 7.001492 9.874098 0.007598 0.009781
    8.687876 7.065723 9.866931 0.005579 0.009243
    8.692565 7.074394 9.862719 0.003267 0.007738
    8.703622 7.103166 9.860048 0.006287 0.007705
     8.70302 7.124977 9.846581 0.008285 0.007428
    8.710626 7.124943 9.843497 0.005344 0.007444
     8.71966 7.119308 9.841809 0.004467 0.007537
    8.726288 7.168517 9.838758 0.005819 0.007679
    8.733062 7.206385 9.834617 0.005156 0.008141
    8.739288  7.26043 9.831024 0.004503 0.010017
    8.744035 7.242704 9.822469 0.005938 0.011255
    8.751125 7.283164 9.814673 0.004766 0.013288
    8.753301 7.292032 9.807214 0.007312 0.014446
    8.760744 7.260346 9.810233 0.004198  0.01409
    8.765965 7.249406 9.821043 0.004486 0.013507
    8.769661 7.275992 9.822702 0.004871 0.013237
    8.775724 7.290987 9.826515 0.006156 0.012402
    8.783819 7.339278 9.832458 0.003515 0.012629
    8.785706 7.374613 9.834852 0.004801 0.012824
    8.789816 7.373385 9.837627 0.004083  0.01252
    8.796219 7.400706 9.837508 0.007031 0.012731
    8.798711 7.453723 9.842218 0.004725 0.012697
    8.812039 7.456802 9.852694 0.002942 0.012697
    8.817452 7.475014 9.861651 0.003617 0.012807
    8.826988  7.54425 9.875463 0.002436 0.012714
    8.838608 7.538972 9.888294 0.002819  0.01252
    8.846248 7.555821 9.899978 0.003681 0.012132
    8.855235 7.577038 9.920721   0.0028  0.01069
     8.86528 7.581496 9.929122 0.005673 0.011078
    8.876157 7.578752 9.937575 0.003446 0.011196
    8.885525 7.610738 9.947213 0.002291 0.011693
    8.896961 7.649038   9.9546 0.003331 0.012688
    8.914018 7.660305 9.959688 0.008139 0.013896
    8.919357 7.707269 9.967346  0.00592 0.014386
    8.927658 7.708916 9.975066 0.003927 0.015156
    8.931597 7.696601 9.983934 0.004656 0.015156
