0.015177883	-0.002677834	0.004713974
0.02225144	-0.002321084	0.007612233
-0.00434299	0.002363896	0.006624714
0.000365168	0.001819506	0.006566673
0.015219732	0.000173694	0.005482075
-0.007832775	-0.000875515	0.00411367
-0.001637524	0.000319981	0.002181857
-0.016553779	-0.00086526	0.002911503
0.002396538	-0.000763314	0.003785002
0.015389538	-5.17982E-05	0.003718139
0.012995018	0.000981773	0.002736366
0.018640555	0.000271143	0.002863641
0.016228442	0.002503324	0.001030355
0.007192599	-0.004390234	0.00540362
0.004582952	0.00092479	0.004792794
-0.003165918	0.000733397	0.003991505
0.008119121	-0.000884975	0.005114123
0.008102595	-0.000280985	0.005479995
0.014537796	-3.91038E-06	0.006384146
0.003535555	0.005477824	0.001424753
0.017965595	-0.004496572	0.006006339
0.007564722	-0.000371085	0.006241405
0.009234721	0.001348039	0.00494437
-0.001723176	0.0010179	0.004402644
0.02011219	0.000109641	0.004820458
0.009371476	-0.000736978	0.005514889
0.016759556	-0.000638911	0.006136782
0.020544809	0.002676479	0.004226415
0.021474759	0.000134814	0.00522482
0.000664992	0.001912421	0.003252723
0.003717791	0.002078936	0.002342362
0.005026863	-0.001341877	0.004111067
0.005502609	-0.004604252	0.006932389
-0.003680772	0.000906561	0.003846275
0.002988126	0.004359656	0.001120839
0.002996943	0.001225684	0.001054345
0.016507446	-0.000161223	0.001974883
0.013431423	-0.000439953	0.003618978
0.002721966	-0.000587448	0.003377889
-0.000545291	0.004211047	0.000166297
0.011165634	-0.003700747	0.005166975
-0.001220725	0.002516916	0.002915384
0.001897474	0.001432696	0.003607826
-0.009571419	-0.001363215	0.005820645
-0.006858577	0.001240127	0.004211409
-0.003446803	-0.000526398	0.003365574
0.003141336	-0.005702764	0.008168832
-0.016601388	0.004877301	0.000794295
0.021785303	0.002091548	-0.005167599
-6.63968E-05	-0.001884782	-0.002235722
0.002365228	-0.002982745	0.002690885
-0.002811125	-0.002076164	0.002772084
0.006336879	0.007554527	-0.006807436
0.018085048	-0.009573345	0.003616247
0.004185039	0.00370723	0.001058121
0.011452193	0.003535324	-0.000832113
0.019924972	-0.001267484	0.002578897
0.006339313	0.003421143	0.001477248
-0.010498863	0.003949138	0.001959496
0.004454764	0.000306364	-0.000470543
-0.013822675	-0.000676773	0.000506882
-0.002209069	0.00434272	-0.002451675
-0.014734837	0.005688955	-0.00804599
-0.008936798	0.000510735	-0.010696842
-0.016876471	-0.006764407	-0.008070733
0.002560599	-0.007604149	-0.001381037
0.011106121	0.003304973	-0.002282714
0.008103605	-0.00097395	-0.003113914
0.01748695	-0.006444686	0.00151181
0.002926902	-0.00034544	0.002471739
-4.37561E-05	0.002938128	-0.000483463
0.002703734	0.004497833	-0.006201351
